\g(d)\-(21) \g(r)\-(11) \g(r)\-(22) \g(r)\-(33) \g(r)\-(44) Re\g(s)\-(12) Im\g(s)\-(12) Re\g(s)\-(13) Im\g(s)\-(13) Re\g(s)\-(14) Im\g(s)\-(14) Re\g(s)\-(23) Im\g(s)\-(23) Re\g(s)\-(24) Im\g(s)\-(24) Re\g(s)\-(34) Im\g(s)\-(34) I14
MHz 
delta21 rho11 rho22 rho33 rho44 Re_rho12 Im_rho12 Re_rho13 Im_rho13 Re_rho14 Im_rho14 Re_rho23 Im_rho23 Re_rho24 Im_rho24 Re_rho34 Im_rho34, I14
-42.600000 0.531673 0.00846229 0.455879 0.00398573 -0.0487181 -0.00360249 0.00237272 -0.000356168 0.000149266 -0.000143493 -0.0418906 0.00292651 6.41886e-05 -0.000116159 -0.042224 -0.00302289 4.28707e-08
-42.400000 0.531902 0.00854419 0.455535 0.0040184 -0.0490151 -0.0034091 0.00162876 0.00203983 0.000113109 8.31717e-05 -0.0420334 0.00286953 -0.000135602 -0.000169247 -0.0423674 -0.00304461 1.97111e-08
-42.200000 0.532115 0.00865223 0.45518 0.00405294 -0.049495 -0.00342134 -0.000887739 0.00210282 -0.000117508 0.000122488 -0.0421163 0.00288182 -0.000153121 -0.000380346 -0.0425279 -0.00305138 2.88113e-08
-42.000000 0.532342 0.00874685 0.454821 0.00408989 -0.0498411 -0.00367504 -0.00175346 -0.00027774 -0.000232259 -8.56584e-05 -0.0422427 0.00298046 3.97126e-05 -0.000468544 -0.0427098 -0.00306943 6.12818e-08
-41.800000 0.532597 0.00880721 0.454469 0.00412708 -0.0499166 -0.00387661 0.000243962 -0.00187539 -7.23764e-05 -0.000263833 -0.04246 0.00306646 0.000183054 -0.000315483 -0.0428894 -0.00311114 7.48462e-08
-41.600000 0.532859 0.00886035 0.454118 0.00416249 -0.049956 -0.00379844 0.00242184 -0.000491276 0.000148524 -0.000169603 -0.0426927 0.00305766 7.91876e-05 -0.00013128 -0.0430467 -0.0031574 5.08246e-08
-41.400000 0.533101 0.00894529 0.453757 0.00419705 -0.0502518 -0.00359239 0.0018166 0.00202974 0.000128928 7.17917e-05 -0.0428422 0.00300097 -0.000134925 -0.000173567 -0.043193 -0.00318277 2.17765e-08
-41.200000 0.533324 0.00905973 0.453383 0.00423348 -0.0507546 -0.00358988 -0.00077312 0.00226663 -0.000109637 0.000131205 -0.0429219 0.00301005 -0.000168046 -0.000395167 -0.0433564 -0.00319006 2.9235e-08
-41.000000 0.53356 0.00916196 0.453005 0.00427265 -0.0511333 -0.00385128 -0.00182883 -0.000127369 -0.000245366 -7.79262e-05 -0.0430413 0.00311018 2.94046e-05 -0.000501929 -0.0435438 -0.00320721 6.6277e-08
-40.800000 0.533827 0.00922726 0.452633 0.00431235 -0.051223 -0.00407701 0.000119642 -0.00191225 -9.07156e-05 -0.000275873 -0.0432596 0.00320118 0.000191935 -0.000350481 -0.0437309 -0.00324963 8.43353e-08
-40.600000 0.534104 0.00928274 0.452263 0.00435027 -0.0512549 -0.00401007 0.0024616 -0.000637445 0.000147629 -0.00019205 -0.0435038 0.00319208 9.58462e-05 -0.000148205 -0.0438949 -0.00329863 5.86776e-08
-40.400000 0.534359 0.00937187 0.451882 0.00438723 -0.0515485 -0.00378934 0.00201591 0.00200428 0.000143215 6.38293e-05 -0.043667 0.00312668 -0.000133204 -0.000176975 -0.0440462 -0.0033263 2.45846e-08
-40.200000 0.534592 0.00949533 0.451487 0.00442617 -0.052076 -0.00376839 -0.000636242 0.00243355 -0.000105488 0.000143307 -0.0437539 0.00312771 -0.000184474 -0.000408647 -0.0442148 -0.00333383 3.16645e-08
-40.000000 0.534837 0.00960861 0.451086 0.0044682 -0.0524925 -0.00403613 -0.00189617 4.29627e-05 -0.000265345 -6.90486e-05 -0.0438764 0.00323137 1.63164e-05 -0.000536656 -0.0444099 -0.00335102 7.51756e-08
-39.800000 0.535116 0.0096816 0.450691 0.00451093 -0.0526014 -0.0042892 -1.72558e-05 -0.00193668 -0.00011679 -0.000292165 -0.0441021 0.00333625 0.000199897 -0.000389682 -0.0446062 -0.00339627 9.90003e-08
-39.600000 0.535407 0.00974034 0.450301 0.0045516 -0.0526267 -0.00423858 0.00248979 -0.000792944 0.000143227 -0.000223873 -0.0443596 0.00333887 0.000114464 -0.000169323 -0.0447774 -0.00345081 7.06329e-08
-39.400000 0.535676 0.00983282 0.4499 0.00459088 -0.0529157 -0.00400567 0.00222568 0.00196364 0.000161233 4.64797e-05 -0.0445324 0.00327463 -0.000129111 -0.000182419 -0.0449323 -0.00348317 2.81565e-08
-39.200000 0.535921 0.00996372 0.449483 0.0046321 -0.0534665 -0.00396527 -0.000475314 0.00260468 -9.30596e-05 0.000151694 -0.0446173 0.00327165 -0.000200876 -0.00042324 -0.0451039 -0.00349183 3.16712e-08
-39.000000 0.536176 0.0100866 0.449061 0.00467677 -0.0539224 -0.00423813 -0.0019533 0.000236737 -0.000278497 -5.72963e-05 -0.0447316 0.00337662 1.44843e-06 -0.000574162 -0.0453048 -0.00350816 8.08434e-08
-38.800000 0.536467 0.0101663 0.448644 0.0047225 -0.0540524 -0.00451978 -0.000167228 -0.00194525 -0.000141003 -0.000302957 -0.0449563 0.00348848 0.000207244 -0.000433291 -0.0455096 -0.00355428 1.11665e-07
-38.600000 0.536774 0.0102278 0.448232 0.00476617 -0.0540703 -0.00448731 0.00250408 -0.000958342 0.000136975 -0.000251467 -0.0452253 0.00349322 0.000134809 -0.000193463 -0.0456885 -0.0036124 8.19977e-08
-38.400000 0.537059 0.0103243 0.447809 0.00480823 -0.0543526 -0.00424083 0.00244568 0.00190305 0.000176244 3.17852e-05 -0.0454135 0.00342022 -0.00012341 -0.00018753 -0.0458484 -0.00364808 3.20722e-08
-38.200000 0.537315 0.0104651 0.447368 0.0048523 -0.0549272 -0.0041764 -0.000286698 0.00277552 -8.48787e-05 0.000162343 -0.0455067 0.00340639 -0.000218629 -0.000436305 -0.0460248 -0.00365722 3.35597e-08
-38.000000 0.537579 0.0106014 0.446919 0.00490028 -0.0554278 -0.00445135 -0.00199593 0.000453899 -0.000298632 -4.50737e-05 -0.0456232 0.00351252 -1.6839e-05 -0.000612948 -0.0462336 -0.00367291 9.12125e-08
-37.800000 0.537882 0.0106913 0.446477 0.00494966 -0.0555854 -0.00476388 -0.000329678 -0.00193461 -0.000173358 -0.000318564 -0.0458544 0.00363898 0.000212998 -0.000481902 -0.0464489 -0.0037213 1.31536e-07
-37.600000 0.538205 0.0107573 0.446041 0.00499675 -0.0555982 -0.00475516 0.00250142 -0.00113125 0.00012685 -0.000289616 -0.0461384 0.00365815 0.000157353 -0.000223019 -0.0466366 -0.00378547 9.99684e-08
-37.400000 0.538505 0.0108575 0.445595 0.00504174 -0.0558715 -0.00449849 0.00267372 0.00182218 0.00019564 6.20416e-06 -0.0463399 0.00358764 -0.000114353 -0.000195266 -0.0468012 -0.00382713 3.83135e-08
-37.200000 0.538774 0.0110068 0.445131 0.00508856 -0.0564686 -0.00440913 -6.8638e-05 0.00294601 -6.67109e-05 0.000168789 -0.0464334 0.00356876 -0.000235796 -0.000450219 -0.0469807 -0.00383829 3.29401e-08
-37.000000 0.539048 0.0111553 0.444657 0.0051397 -0.057016 -0.00468471 -0.00202069 0.00069772 -0.000310626 -2.87374e-05 -0.0465405 0.00367543 -3.74511e-05 -0.000654409 -0.0471956 -0.00385318 9.73146e-08
-36.800000 0.539363 0.0112543 0.44419 0.00519272 -0.0572042 -0.00503004 -0.000504074 -0.00190008 -0.00020439 -0.00032678 -0.046768 0.00381089 0.000217211 -0.000535929 -0.0474203 -0.00390252 1.4856e-07
-36.600000 0.539703 0.011324 0.443729 0.00524345 -0.0572114 -0.00504865 0.00247928 -0.00131084 0.000112779 -0.000322861 -0.0470629 0.0038356 0.000181509 -0.000257293 -0.047617 -0.00397125 1.16958e-07
-36.400000 0.540021 0.0114279 0.443259 0.00529172 -0.0574722 -0.00478172 0.00290889 0.00171631 0.000210141 -1.78422e-05 -0.0472819 0.00375717 -0.000102929 -0.000203729 -0.0477871 -0.00401769 4.44775e-08
-36.200000 0.540302 0.0115879 0.442768 0.0053418 -0.0580903 -0.00466219 0.000182859 0.00311068 -5.32807e-05 0.000175825 -0.0473854 0.00372446 -0.000253855 -0.000462521 -0.0479708 -0.00402995 3.37533e-08
-36.000000 0.540586 0.0117525 0.442265 0.00539676 -0.0586896 -0.00493321 -0.00202177 0.000967767 -0.000329326 -1.27913e-05 -0.0474937 0.00382891 -6.2128e-05 -0.000696939 -0.0481933 -0.00404344 1.08619e-07
-35.800000 0.540913 0.011865 0.441768 0.00545416 -0.0589163 -0.00531217 -0.000688861 -0.00183731 -0.000243796 -0.000340085 -0.0477262 0.00397919 0.000218832 -0.000595809 -0.0484298 -0.00409412 1.75094e-07
-35.600000 0.541269 0.011941 0.44128 0.0055092 -0.0589221 -0.00536408 0.00243373 -0.00149362 9.41205e-05 -0.000367583 -0.0480371 0.00402157 0.000207906 -0.000298621 -0.0486375 -0.00416926 1.43976e-07
-35.400000 0.541605 0.012049 0.440785 0.00556116 -0.0591689 -0.00509143 0.00314727 0.00158466 0.000229175 -5.45161e-05 -0.0482738 0.00394772 -8.69287e-05 -0.000215813 -0.0488136 -0.00422322 5.54932e-08
-35.200000 0.541899 0.0122186 0.440267 0.00561463 -0.0598063 -0.00494108 0.000469153 0.00326773 -2.82489e-05 0.000177616 -0.0483811 0.00390873 -0.000270377 -0.000475397 -0.0490005 -0.0042388 3.23454e-08
-35.000000 0.542192 0.0123983 0.439736 0.00567341 -0.0604601 -0.00520556 -0.00199422 0.00126649 -0.000338253 8.24719e-06 -0.0484792 0.00401204 -8.96658e-05 -0.000741751 -0.0492292 -0.00425166 1.14483e-07
-34.800000 0.542531 0.0125237 0.43921 0.00573527 -0.0607302 -0.0056205 -0.00088173 -0.00174027 -0.000282277 -0.000343884 -0.0487046 0.00417312 0.000217542 -0.000662131 -0.0494764 -0.00430321 1.97937e-07
-34.600000 0.542905 0.012605 0.438695 0.00579479 -0.060735 -0.00571154 0.00236234 -0.00167657 6.8999e-05 -0.000406544 -0.0490253 0.00422558 0.00023544 -0.000346966 -0.0496948 -0.00438395 1.70039e-07
-34.400000 0.54326 0.0127164 0.438173 0.00585071 -0.0609627 -0.00543534 0.00338684 0.00142318 0.000240855 -9.11899e-05 -0.0492817 0.00414607 -6.76153e-05 -0.000230431 -0.049877 -0.00444471 6.63268e-08
-34.200000 0.543569 0.0128969 0.437626 0.00590793 -0.0616153 -0.00524878 0.000794162 0.00341055 -8.46071e-06 0.000177539 -0.0494015 0.00409038 -0.00028684 -0.000486849 -0.0500673 -0.00446259 3.15917e-08
-34.000000 0.543871 0.0130959 0.437062 0.00597109 -0.0623275 -0.00549895 -0.00193047 0.00159261 -0.000353028 2.76741e-05 -0.0495001 0.00418688 -0.000121777 -0.000787215 -0.0503029 -0.00447339 1.25395e-07
-33.800000 0.54422 0.0132392 0.436502 0.00603824 -0.0626505 -0.00594837 -0.00107943 -0.00160348 -0.000328966 -0.000352638 -0.0497276 0.00436203 0.000212242 -0.000735103 -0.050563 -0.00452488 2.32572e-07
-33.600000 0.544611 0.0133297 0.435956 0.0061032 -0.0626609 -0.00608455 0.00226053 -0.0018544 3.81558e-05 -0.000457345 -0.0500645 0.00443595 0.000264846 -0.000404515 -0.050795 -0.00461205 2.1062e-07
-33.400000 0.544985 0.0134457 0.435405 0.00616387 -0.062869 -0.00581089 0.00362132 0.00123095 0.000256327 -0.000142379 -0.0503432 0.00436428 -4.23178e-05 -0.00025035 -0.0509852 -0.00468217 8.59751e-08
-33.200000 0.545309 0.0136366 0.434829 0.00622532 -0.0635346 -0.00558807 0.00115817 0.00353498 2.41097e-05 0.000170337 -0.0504719 0.00430113 -0.000300238 -0.000498749 -0.0511791 -0.00470527 2.95958e-08
-33.000000 0.545619 0.0138544 0.434233 0.00629312 -0.0643082 -0.00582106 -0.00182371 0.00194675 -0.000356072 5.25079e-05 -0.0505607 0.00439352 -0.000157107 -0.00083417 -0.0514208 -0.00471583 1.29544e-07
-32.800000 0.545978 0.0140155 0.433641 0.00636575 -0.0646912 -0.00630722 -0.00127678 -0.00141972 -0.000374761 -0.000349696 -0.0507772 0.00458049 0.000202115 -0.000815392 -0.0516928 -0.00476786 2.62733e-07
-32.600000 0.546386 0.0141142 0.433064 0.00643635 -0.0647097 -0.00649691 0.00212664 -0.0020209 -2.0212e-06 -0.000501237 -0.0511213 0.00467017 0.000294281 -0.000472079 -0.0519377 -0.00486161 2.51243e-07
-32.400000 0.546781 0.0142335 0.432483 0.00650196 -0.064892 -0.00623149 0.0038471 0.00100567 0.000261203 -0.000195508 -0.0514222 0.00459717 -1.26585e-05 -0.000275741 -0.0521354 -0.00494116 1.06451e-07
-32.200000 0.547121 0.0144352 0.431876 0.00656779 -0.065563 -0.00596787 0.00156416 0.00363325 5.07513e-05 0.000157718 -0.0515672 0.00451515 -0.000311889 -0.000510003 -0.0523318 -0.00496869 2.74507e-08
-32.000000 0.547439 0.0146754 0.431245 0.00664062 -0.0663994 -0.00617305 -0.00166449 0.00232603 -0.000363327 7.38104e-05 -0.0516562 0.00459475 -0.000197101 -0.000881126 -0.052579 -0.00497684 1.37455e-07
-31.800000 0.547805 0.0148604 0.430615 0.0067196 -0.066853 -0.0066909 -0.00146776 -0.00118257 -0.000427824 -0.0003511 -0.0518708 0.00479348 0.000186088 -0.000902876 -0.0528647 -0.00502691 3.06305e-07
-31.600000 0.548229 0.0149727 0.430001 0.00679711 -0.0668898 -0.00693949 0.00195616 -0.00216803 -4.94535e-05 -0.000556342 -0.0522295 0.00490875 0.000324468 -0.000551564 -0.0531263 -0.00512652 3.11962e-07
-31.400000 0.548644 0.0150975 0.429389 0.00686892 -0.0670476 -0.00669045 0.00405487 0.000747205 0.000267715 -0.000264928 -0.0525575 0.00484855 2.43912e-05 -0.000309197 -0.053335 -0.00521753 1.41858e-07
-31.200000 0.548999 0.0153101 0.42875 0.00694013 -0.067721 -0.0063873 0.00201016 0.00369831 9.03068e-05 0.000134915 -0.0527185 0.00475844 -0.000318148 -0.000522094 -0.0535357 -0.00525306 2.63574e-08
-31.000000 0.549325 0.015573 0.428083 0.00701863 -0.0686227 -0.00656062 -0.00144412 0.00272769 -0.000356683 9.94884e-05 -0.0527997 0.00482937 -0.000240155 -0.000928334 -0.0537884 -0.00526186 1.37121e-07
-30.800000 0.549697 0.0157826 0.427416 0.00710439 -0.0691567 -0.00711137 -0.0016428 -0.000884269 -0.000479289 -0.000338928 -0.052999 0.00503923 0.000162741 -0.000998095 -0.0540868 -0.0053118 3.44591e-07
-30.600000 0.550134 0.0159083 0.426768 0.00718914 -0.0692175 -0.00742966 0.00174951 -0.0022852 -0.000109183 -0.000602971 -0.0533608 0.00517674 0.000352534 -0.000644757 -0.0543645 -0.00541859 3.75494e-07
-30.400000 0.550572 0.0160368 0.426124 0.00726728 -0.0693447 -0.00720772 0.00423909 0.00045679 0.000259372 -0.000338479 -0.0537129 0.00512246 6.66895e-05 -0.000352709 -0.0545831 -0.00552225 1.81842e-07
-30.200000 0.550944 0.0162592 0.425453 0.00734381 -0.0700085 -0.00686313 0.00249676 0.00372165 0.000122694 0.00010173 -0.0538957 0.00501308 -0.000319959 -0.000535487 -0.0547856 -0.0055657 2.54026e-08
-30.000000 0.551276 0.0165475 0.424748 0.0074281 -0.0709727 -0.00699124 -0.00115177 0.00314612 -0.00035173 0.000118418 -0.0539784 0.00506388 -0.000287034 -0.000974743 -0.0550417 -0.00557258 1.37737e-07
-29.800000 0.551651 0.0167884 0.424039 0.00752145 -0.0715982 -0.00756473 -0.00179172 -0.000518235 -0.000535745 -0.00033017 -0.0541709 0.00528075 0.000131221 -0.00110048 -0.0553538 -0.00561819 3.96036e-07
-29.600000 0.5521 0.0169345 0.42335 0.007615 -0.0716974 -0.00795622 0.00150384 -0.00236056 -0.000177849 -0.000658641 -0.0545429 0.00544776 0.000378991 -0.000753072 -0.0556517 -0.00572938 4.65439e-07
-29.400000 0.552557 0.0170707 0.422671 0.00770139 -0.0717984 -0.00777208 0.00438707 0.000136815 0.000248472 -0.000429435 -0.0549258 0.00541356 0.000117329 -0.000408687 -0.0558856 -0.00584665 2.46153e-07
-29.200000 0.552946 0.0173039 0.421965 0.00778491 -0.0724488 -0.00738997 0.00301788 0.00369337 0.000166045 5.3812e-05 -0.0551339 0.00529702 -0.000313069 -0.00055135 -0.0560939 -0.0059021 3.04668e-08
-29.000000 0.553282 0.0176185 0.421223 0.00787619 -0.0734765 -0.00746772 -0.000777593 0.00357306 -0.000330919 0.000138269 -0.0552137 0.0053329 -0.000335704 -0.00101987 -0.0563544 -0.00591153 1.28626e-07
-28.800000 0.553656 0.0178931 0.420473 0.00797797 -0.0742052 -0.00806255 -0.00189874 -7.78988e-05 -0.000588647 -0.000307106 -0.0553868 0.00555715 8.95033e-05 -0.0012101 -0.0566796 -0.00595605 4.40819e-07
-28.600000 0.554113 0.0180609 0.419745 0.0080809 -0.0743539 -0.00853948 0.00122417 -0.00237809 -0.000261232 -0.000703787 -0.0557555 0.00575275 0.000399595 -0.000879236 -0.0569972 -0.00607418 5.63558e-07
-28.400000 0.55459 0.0182029 0.419031 0.00817574 -0.0744247 -0.00841033 0.0044915 -0.000205033 0.000217294 -0.000526524 -0.0561634 0.00573535 0.00017334 -0.000481542 -0.0572451 -0.00620763 3.24444e-07
-28.200000 0.554997 0.0184441 0.418293 0.00826604 -0.0750451 -0.00799429 0.00356944 0.00360566 0.000199712 -1.10884e-05 -0.0564006 0.00560259 -0.000297837 -0.000572636 -0.0574558 -0.00627635 4.00078e-08
-28.000000 0.555337 0.0187861 0.417512 0.0083641 -0.0761266 -0.00800674 -0.000310969 0.00399871 -0.000308615 0.000145887 -0.0564861 0.00561031 -0.000385599 -0.00106365 -0.0577167 -0.00628603 1.16526e-07
-27.800000 0.555707 0.019101 0.416717 0.00847489 -0.0769682 -0.00860592 -0.00194805 0.000441564 -0.000642199 -0.000286852 -0.0566471 0.00583322 3.73888e-05 -0.00132582 -0.0580541 -0.00632374 4.94704e-07
-27.600000 0.556167 0.0192997 0.415944 0.00858905 -0.0771859 -0.00916758 0.000912211 -0.00232135 -0.000354657 -0.000753766 -0.0570182 0.00606076 0.000414403 -0.00102382 -0.0583957 -0.00644345 6.93945e-07
-27.400000 0.556659 0.0194539 0.415192 0.00869502 -0.0772364 -0.00910682 0.00453699 -0.000560816 0.00017681 -0.000640491 -0.0574579 0.00607357 0.000237261 -0.000573527 -0.0586649 -0.00659228 4.41491e-07
-27.200000 0.557081 0.0197051 0.414419 0.0087947 -0.0778226 -0.00866566 0.00413874 0.0034472 0.000238734 -9.68082e-05 -0.0577316 0.0059379 -0.000269673 -0.000600573 -0.0588844 -0.00667855 6.63656e-08
-27.000000 0.557422 0.0200762 0.4136 0.00890154 -0.078955 -0.00860762 0.000256816 0.00440698 -0.000269765 0.000147009 -0.0578235 0.00592329 -0.000433967 -0.001105 -0.0591484 -0.00669459 9.43848e-08
-26.800000 0.557781 0.0204355 0.41276 0.00902278 -0.0799217 -0.00920514 -0.00191615 0.00104211 -0.000688451 -0.000254407 -0.0579628 0.00614514 -2.74662e-05 -0.00144685 -0.059498 -0.00673034 5.38688e-07
-26.600000 0.558238 0.0206691 0.411944 0.00914921 -0.0802262 -0.00986265 0.000581662 -0.00216876 -0.000463393 -0.000790989 -0.0583217 0.00640539 0.000417519 -0.00119013 -0.059863 -0.00685529 8.40396e-07
-26.400000 0.558743 0.0208351 0.411155 0.00926684 -0.0802579 -0.00989465 0.00451618 -0.000912291 0.000109709 -0.000761551 -0.0587842 0.00644974 0.000304752 -0.00069193 -0.0601527 -0.00702343 5.91996e-07
-26.200000 0.559182 0.0210922 0.41035 0.00937573 -0.0807902 -0.00944146 0.00471415 0.00321436 0.000263104 -0.000207515 -0.0590961 0.0063068 -0.000228306 -0.00064184 -0.0603774 -0.00713049 1.12286e-07
-26.000000 0.559524 0.0214904 0.409495 0.00949084 -0.0819542 -0.00929948 0.000932431 0.00478268 -0.000226582 0.000126787 -0.0592025 0.00625707 -0.000478023 -0.00114588 -0.0606388 -0.007152 6.74141e-08
-25.800000 0.559867 0.0219 0.40861 0.00962278 -0.0830502 -0.00987018 -0.00178095 0.00172302 -0.000728313 -0.000226185 -0.0593262 0.00646453 -0.000103728 -0.00157152 -0.0609972 -0.00717934 5.81599e-07
-25.600000 0.560311 0.02218 0.407745 0.0097635 -0.0834661 -0.0106149 0.000243632 -0.00189995 -0.000581193 -0.000826868 -0.0596757 0.00675539 0.000408387 -0.00137733 -0.0613891 -0.00730137 1.0215e-06
-25.400000 0.560822 0.0223672 0.406915 0.00989636 -0.0834977 -0.0107546 0.00441414 -0.00124156 2.41166e-05 -0.000895848 -0.0601661 0.00684269 0.000376712 -0.000838821 -0.0617085 -0.0074854 8.03126e-07
-25.200000 0.561271 0.0226339 0.406076 0.0100183 -0.0839734 -0.0103063 0.00527372 0.00289883 0.000281482 -0.000345997 -0.0605257 0.00670698 -0.000169611 -0.00069859 -0.0619479 -0.00761723 1.98946e-07
-25.000000 0.561608 0.0230612 0.405186 0.0101448 -0.0851598 -0.0100783 0.00171857 0.00510055 -0.000169684 8.68274e-05 -0.0606539 0.0066285 -0.000513972 -0.00118541 -0.0622115 -0.00765218 3.63316e-08
-24.800000 0.561927 0.0235268 0.404257 0.0102897 -0.0863937 -0.0106099 -0.00151144 0.00247591 -0.000755234 -0.000193825 -0.0607582 0.00682022 -0.000193208 -0.00169794 -0.062579 -0.0076779 6.07946e-07
-24.600000 0.562348 0.0238612 0.403345 0.0104464 -0.0869457 -0.0114469 -7.37185e-05 -0.00149037 -0.000710869 -0.000848954 -0.0610845 0.00714194 0.000379583 -0.00158838 -0.0629974 -0.00780152 1.22606e-06
-24.400000 0.562856 0.0240733 0.402475 0.0105958 -0.0869895 -0.0117243 0.00422845 -0.00151502 -9.4001e-05 -0.00103594 -0.0615905 0.007278 0.000446619 -0.00102425 -0.0633466 -0.0080061 1.08201e-06
-24.200000 0.563315 0.0243454 0.401608 0.0107312 -0.0873897 -0.0113082 0.00579591 0.00250817 0.000276333 -0.000517579 -0.0619973 0.00715287 -9.31728e-05 -0.000782619 -0.0635984 -0.00816817 3.44248e-07
-24.000000 0.563647 0.0247964 0.400688 0.0108686 -0.0885671 -0.0109885 0.00261088 0.00534083 -0.000108496 1.13592e-05 -0.0621553 0.00703715 -0.000535889 -0.00122939 -0.0638578 -0.00821869 1.19004e-08
-23.800000 0.563935 0.0253209 0.399718 0.0110263 -0.0899315 -0.0114484 -0.0010817 0.0032884 -0.000766287 -0.000172561 -0.0622463 0.00719663 -0.000291447 -0.00182444 -0.0642283 -0.00823747 6.16973e-07
-23.600000 0.564319 0.0257228 0.398757 0.0112011 -0.0906463 -0.0123556 -0.00034358 -0.000919939 -0.000844048 -0.000863427 -0.0625487 0.00753997 0.0003303 -0.00182029 -0.0646741 -0.00835227 1.45792e-06
-23.400000 0.56481 0.0259738 0.397845 0.0113715 -0.0907337 -0.0127833 0.00395248 -0.00170006 -0.000240377 -0.00118102 -0.0630705 0.00773222 0.000512185 -0.00124975 -0.0650633 -0.00857047 1.45259e-06
-23.200000 0.565269 0.0262581 0.396947 0.0115259 -0.0910624 -0.0124277 0.00624905 0.00204648 0.00024623 -0.000722635 -0.0635332 0.0076334 2.83331e-06 -0.000898468 -0.0653407 -0.00876553 5.8283e-07
-23.000000 0.565587 0.0267343 0.395999 0.0116788 -0.0922137 -0.0120239 0.0035976 0.00547184 -4.40015e-05 -0.000104307 -0.0637348 0.00748835 -0.000538941 -0.00127943 -0.0656039 -0.00884165 1.28161e-08
-22.800000 0.565832 0.0273238 0.394992 0.0118528 -0.093706 -0.0123945 -0.000458295 0.00413419 -0.000758373 -0.000166159 -0.0638175 0.00761136 -0.000397952 -0.00194885 -0.0659783 -0.00886302 6.02739e-07
-22.600000 0.566162 0.027806 0.393984 0.0120483 -0.094611 -0.0133638 -0.000517291 -0.000169281 -0.000978651 -0.000868254 -0.0640864 0.00797219 0.000252875 -0.00207429 -0.0664504 -0.00897415 1.71162e-06
-22.400000 0.56662 0.028107 0.393031 0.0122422 -0.0947704 -0.0139705 0.00359937 -0.00174482 -0.000421053 -0.0013276 -0.0646093 0.00822809 0.000563918 -0.00152671 -0.0668809 -0.00921001 1.93982e-06
-22.200000 0.56707 0.0284028 0.39211 0.0124174 -0.0950187 -0.0137203 0.00660322 0.00154455 0.000179134 -0.000965854 -0.065124 0.0081687 0.000117371 -0.00106395 -0.067185 -0.00944499 9.64962e-07
-22.000000 0.567373 0.0288958 0.391145 0.0125864 -0.0961015 -0.0132454 0.00465284 0.00547609 1.70689e-05 -0.000274993 -0.065378 0.00799587 -0.000513862 -0.00134802 -0.0674477 -0.00955346 7.59124e-08
-21.800000 0.567567 0.0295479 0.390109 0.0127765 -0.0976936 -0.0134922 0.000378932 0.00498237 -0.000725717 -0.000188884 -0.0654613 0.00806677 -0.000502747 -0.00207146 -0.0678177 -0.00957648 5.62343e-07
-21.600000 0.567823 0.0301233 0.389058 0.0129948 -0.0988091 -0.0144825 -0.00054756 0.000770126 -0.00110376 -0.000865197 -0.0656943 0.00842775 0.000148056 -0.00234463 -0.0683131 -0.0096736 1.96685e-06
-21.400000 0.568224 0.0304943 0.388064 0.0132176 -0.0990868 -0.0152694 0.00318577 -0.00160086 -0.00063497 -0.00146681 -0.0662108 0.00874735 0.000594944 -0.001855 -0.0687938 -0.0099163 2.55473e-06
-21.200000 0.568647 0.0308143 0.387118 0.0134213 -0.0992747 -0.0151646 0.00682388 0.00103446 6.11813e-05 -0.00124293 -0.06678 0.00874378 0.000246563 -0.00128764 -0.0691414 -0.0101911 1.54863e-06
-21.000000 0.56892 0.0313257 0.386141 0.0136134 -0.100267 -0.0146468 0.00573975 0.00532849 5.77131e-05 -0.000512474 -0.0671034 0.00855543 -0.000456136 -0.00144383 -0.0694164 -0.0103438 2.6596e-07
-20.800000 0.569047 0.0320436 0.385084 0.0138247 -0.101935 -0.0147548 0.00145058 0.00578344 -0.000673075 -0.000262903 -0.0672038 0.00856824 -0.000600344 -0.00219337 -0.0697842 -0.0103823 5.22148e-07
-20.600000 0.569206 0.0327278 0.383997 0.0140694 -0.103279 -0.015738 -0.00036474 0.0018957 -0.0012107 -0.000870952 -0.0674005 0.00891613 1.17999e-05 -0.00263002 -0.0702999 -0.010472 2.22434e-06
-20.400000 0.56952 0.0331905 0.382964 0.0143256 -0.10372 -0.0167178 0.0027578 -0.00120376 -0.000873283 -0.00160304 -0.0678961 0.00930133 0.000593354 -0.00224369 -0.0708322 -0.0107232 3.33236e-06
-20.200000 0.569894 0.0335447 0.381999 0.0145624 -0.103862 -0.0168169 0.00688552 0.000585788 -0.000108582 -0.00155528 -0.068511 0.00937455 0.000384779 -0.00159217 -0.0712295 -0.0110435 2.43068e-06
-20.000000 0.57013 0.0340667 0.381023 0.014781 -0.104721 -0.0163016 0.00680108 0.00503348 7.32681e-05 -0.000826345 -0.0689126 0.00918868 -0.000355452 -0.00158974 -0.0715193 -0.011252 6.88214e-07
-19.800000 0.570181 0.0348403 0.379964 0.0150151 -0.106407 -0.0162511 0.00274906 0.00648735 -0.000596278 -0.000401991 -0.0690457 0.00913701 -0.000672941 -0.00232197 -0.0718781 -0.011314 5.17145e-07
-19.600000 0.570218 0.0356413 0.378852 0.0152886 -0.107975 -0.0171662 9.29592e-05 0.00318413 -0.00128768 -0.000888212 -0.0692081 0.00944809 -0.00014894 -0.00292337 -0.0724062 -0.0113916 2.44705e-06
