\g(d)\-(21) \g(r)\-(11) \g(r)\-(22) \g(r)\-(33) \g(r)\-(44) Re\g(s)\-(12) Im\g(s)\-(12) Re\g(s)\-(13) Im\g(s)\-(13) Re\g(s)\-(14) Im\g(s)\-(14) Re\g(s)\-(23) Im\g(s)\-(23) Re\g(s)\-(24) Im\g(s)\-(24) Re\g(s)\-(34) Im\g(s)\-(34) I14
MHz 
delta21 rho11 rho22 rho33 rho44 Re_rho12 Im_rho12 Re_rho13 Im_rho13 Re_rho14 Im_rho14 Re_rho23 Im_rho23 Re_rho24 Im_rho24 Re_rho34 Im_rho34, I14
-19.400000 0.570408 0.0362219 0.377786 0.0155842 -0.108635 -0.0183124 0.00237578 -0.000501367 -0.00113483 -0.0017234 -0.0696685 0.00988646 0.000548706 -0.00268888 -0.072994 -0.0116382 4.25792e-06
-19.200000 0.570697 0.0366342 0.376805 0.0158645 -0.108781 -0.0186574 0.00677402 0.000275793 -0.000353459 -0.00189257 -0.0703188 0.01005 0.000517885 -0.00199031 -0.0734596 -0.0119986 3.70675e-06
-19.000000 0.570869 0.0371726 0.375838 0.0161205 -0.109491 -0.0182055 0.00777073 0.00460409 2.74604e-05 -0.00123284 -0.0708107 0.00988732 -0.000212245 -0.00180809 -0.0737838 -0.0122748 1.52066e-06
-18.800000 0.570824 0.0379988 0.374792 0.0163854 -0.111144 -0.0180046 0.00425278 0.00703151 -0.000515238 -0.000650562 -0.0710035 0.00977018 -0.000707996 -0.00247083 -0.0741403 -0.0123807 6.88702e-07
-18.600000 0.570708 0.0389279 0.373671 0.0166931 -0.11292 -0.0188062 0.000897241 0.00458761 -0.00132175 -0.000963599 -0.0711472 0.0100208 -0.000326623 -0.00322419 -0.0746751 -0.012458 2.67555e-06
-18.400000 0.57073 0.0396579 0.372578 0.0170344 -0.113847 -0.020094 0.00213598 0.000556997 -0.00138835 -0.00184984 -0.0715641 0.0104969 0.00045211 -0.0031922 -0.075316 -0.0126992 5.34942e-06
-18.200000 0.57089 0.040158 0.371584 0.0173672 -0.114048 -0.0207362 0.00650199 0.000220759 -0.000652797 -0.00225246 -0.072235 0.0107685 0.000632472 -0.00250329 -0.0758602 -0.0130993 5.49972e-06
-18.000000 0.570973 0.0407168 0.37064 0.0176703 -0.114592 -0.0204329 0.00856639 0.00410486 -8.03802e-05 -0.00172876 -0.0728216 0.0106656 -2.25821e-05 -0.00213425 -0.0762335 -0.0134561 2.99506e-06
-17.800000 0.570816 0.0415793 0.369631 0.0179728 -0.116129 -0.0201072 0.00589247 0.00737074 -0.000436233 -0.00101988 -0.0730979 0.0104989 -0.000681269 -0.00266463 -0.0765905 -0.0136265 1.23046e-06
-17.600000 0.570521 0.0426314 0.368529 0.0183194 -0.118057 -0.0207324 0.00208936 0.00603058 -0.00130862 -0.00111178 -0.0732399 0.010668 -0.000500124 -0.00353239 -0.0771218 -0.0137136 2.94853e-06
-17.400000 0.570323 0.0435372 0.367426 0.0187137 -0.119286 -0.02209 0.00215179 0.00198859 -0.00162854 -0.00198187 -0.0736024 0.0111521 0.000298158 -0.00374517 -0.0778099 -0.0139411 6.57992e-06
-17.200000 0.570293 0.0441662 0.366429 0.0191122 -0.119624 -0.0230431 0.00612189 0.000541523 -0.00102541 -0.00262573 -0.0742684 0.0115319 0.00070295 -0.00314383 -0.0784465 -0.0143693 7.94589e-06
-17.000000 0.570237 0.0447666 0.365518 0.0194789 -0.120025 -0.0229801 0.009118 0.00363701 -0.000297004 -0.00232909 -0.0749439 0.011518 0.00019896 -0.00260891 -0.078896 -0.0148135 5.51287e-06
-16.800000 0.569938 0.0456589 0.36457 0.0198335 -0.121378 -0.0225949 0.00757065 0.00748022 -0.000399973 -0.00157117 -0.0753315 0.0113198 -0.000576852 -0.00294588 -0.0792711 -0.0150755 2.62856e-06
-16.600000 0.569429 0.0468287 0.363514 0.0202285 -0.123381 -0.0230114 0.00368435 0.00741326 -0.001242 -0.00141818 -0.0755075 0.0113844 -0.000639651 -0.00386389 -0.0797948 -0.0151977 3.55379e-06
-16.400000 0.568954 0.0479384 0.362423 0.0206845 -0.12492 -0.0243637 0.00255641 0.00377515 -0.00180078 -0.00217872 -0.0758256 0.0118348 9.75239e-05 -0.00434235 -0.0805187 -0.0154154 7.98965e-06
-16.200000 0.56866 0.048749 0.361428 0.0211627 -0.125475 -0.0256263 0.00573617 0.00137034 -0.00141289 -0.0030185 -0.0764703 0.0123132 0.000713076 -0.00391925 -0.0812536 -0.0158622 1.11076e-05
-16.000000 0.568404 0.0494266 0.360556 0.0216131 -0.125773 -0.0259065 0.00937154 0.00336829 -0.000604977 -0.00301236 -0.077226 0.0124291 0.000438256 -0.00327326 -0.0818056 -0.0163979 9.44029e-06
-15.800000 0.567927 0.0503411 0.359693 0.0220388 -0.126868 -0.0255654 0.00913766 0.00739568 -0.00042852 -0.00230368 -0.0777492 0.0122484 -0.000376597 -0.00336942 -0.0822224 -0.0167814 5.49055e-06
-15.600000 0.567174 0.0516045 0.358726 0.0224957 -0.12882 -0.025762 0.00562289 0.00862854 -0.00114353 -0.00191957 -0.0779994 0.0122126 -0.000704157 -0.00424902 -0.0827377 -0.0169746 4.99242e-06
-15.400000 0.566365 0.0529258 0.357685 0.0230242 -0.130626 -0.0270011 0.0034664 0.00583869 -0.00190048 -0.00248618 -0.0782872 0.0125877 -0.000127657 -0.00498247 -0.0834802 -0.017196 9.79295e-06
-15.200000 0.565718 0.0539706 0.356714 0.0235982 -0.131477 -0.0285094 0.00550708 0.00280901 -0.0018047 -0.00345563 -0.0788844 0.0131328 0.000642563 -0.00483458 -0.0843097 -0.0176502 1.51983e-05
-15.000000 0.565169 0.0547808 0.355893 0.0241568 -0.131761 -0.0292072 0.00933795 0.00351741 -0.00102361 -0.00379737 -0.0796876 0.0133984 0.000660925 -0.00417799 -0.08499 -0.0182714 1.54678e-05
-14.800000 0.564451 0.0557291 0.355139 0.0246812 -0.13257 -0.029052 0.0104332 0.00724013 -0.000565965 -0.00327632 -0.0803522 0.0132825 -7.75386e-05 -0.00402157 -0.0854836 -0.0188017 1.10546e-05
-14.600000 0.563414 0.0570607 0.354304 0.0252214 -0.134334 -0.0290815 0.0077678 0.00959925 -0.00102793 -0.00273048 -0.0807226 0.0131555 -0.000639894 -0.0047561 -0.0860019 -0.0191122 8.51215e-06
-14.400000 0.562214 0.058588 0.35336 0.0258378 -0.136304 -0.0301223 0.00494574 0.00804574 -0.00186878 -0.00302533 -0.0810225 0.0134027 -0.000317218 -0.00568002 -0.0867453 -0.0193666 1.26449e-05
-14.200000 0.561116 0.0599191 0.352438 0.0265267 -0.137485 -0.031777 0.00563395 0.00489775 -0.00209387 -0.0039954 -0.0815737 0.0139521 0.000505894 -0.00587771 -0.0876544 -0.0198231 2.03475e-05
-14.000000 0.560162 0.0609409 0.351672 0.0272251 -0.137859 -0.0329307 0.00910536 0.00433181 -0.00147716 -0.00466833 -0.0824015 0.0143666 0.000839222 -0.00534644 -0.0884818 -0.0205163 2.39753e-05
-13.800000 0.559115 0.0619613 0.351035 0.0278881 -0.138386 -0.0331258 0.0113021 0.00724857 -0.000818558 -0.00446653 -0.08321 0.01438 0.000308253 -0.00498521 -0.0890967 -0.0212134 2.06199e-05
-13.600000 0.557744 0.0633352 0.350373 0.0285479 -0.139811 -0.0331071 0.00987792 0.0103311 -0.000948845 -0.00389921 -0.0837504 0.0142187 -0.000399817 -0.00548355 -0.0896466 -0.0217006 1.61042e-05
-13.400000 0.556102 0.065032 0.349589 0.0292774 -0.141765 -0.0338937 0.00694048 0.0102308 -0.00172432 -0.00392046 -0.0841209 0.014321 -0.00039154 -0.00648952 -0.0903777 -0.0220475 1.83433e-05
-13.200000 0.554455 0.0666726 0.348769 0.0301037 -0.143236 -0.0355411 0.00630899 0.0075825 -0.00222597 -0.00476959 -0.0846387 0.0148055 0.000347339 -0.00706006 -0.0913338 -0.022525 2.77039e-05
-13.000000 0.552954 0.0679903 0.348081 0.0309748 -0.143806 -0.0371005 0.00886709 0.00604361 -0.00188358 -0.00570665 -0.0854516 0.0153326 0.000956725 -0.00681298 -0.0923035 -0.0232762 3.61137e-05
-12.800000 0.551446 0.0691544 0.347576 0.0318242 -0.144129 -0.0377875 0.0116688 0.00778208 -0.00114397 -0.00592849 -0.0863672 0.0155182 0.000759548 -0.00637093 -0.0930775 -0.0241438 3.64557e-05
-12.600000 0.549656 0.0705659 0.347124 0.0326539 -0.145112 -0.0379167 0.011643 0.0109935 -0.000902742 -0.0055264 -0.0870967 0.0153907 6.74592e-05 -0.00658726 -0.0937021 -0.0248619 3.13561e-05
-12.400000 0.547515 0.072376 0.346572 0.0335367 -0.14682 -0.0384927 0.00922285 0.0122677 -0.00142633 -0.00534485 -0.0876038 0.0153472 -0.000221169 -0.0075231 -0.0944218 -0.0253797 3.06018e-05
-12.200000 0.545233 0.0743088 0.345926 0.034532 -0.148427 -0.0399952 0.00761783 0.0106968 -0.00206369 -0.00595697 -0.0881392 0.0156751 0.000293078 -0.00840405 -0.0953843 -0.0259237 3.97444e-05
-12.000000 0.543039 0.0759941 0.34535 0.0356166 -0.149226 -0.041834 0.00887811 0.00877511 -0.00204998 -0.00700684 -0.088933 0.016217 0.00105802 -0.00856792 -0.0964648 -0.026727 5.32983e-05
-11.800000 0.540904 0.0774078 0.344974 0.0367142 -0.149445 -0.0430869 0.0115855 0.00926228 -0.00140298 -0.00767207 -0.0899267 0.0165685 0.00125888 -0.00824013 -0.0974181 -0.0277536 6.08291e-05
-11.600000 0.538574 0.0788951 0.344741 0.0377892 -0.149935 -0.0435942 0.0127444 0.0119674 -0.000859151 -0.0076456 -0.090857 0.0165565 0.000785563 -0.00823233 -0.0981704 -0.0287466 5.91934e-05
-11.400000 0.535867 0.0807596 0.34448 0.038893 -0.151139 -0.0441083 0.0113527 0.0141945 -0.000979058 -0.00746422 -0.0915739 0.0164317 0.000330692 -0.00897089 -0.0989025 -0.0295376 5.66732e-05
-11.200000 0.532878 0.0829102 0.344105 0.0401071 -0.152598 -0.0453771 0.00939173 0.0140374 -0.00150943 -0.00784306 -0.0922084 0.0165618 0.000548848 -0.0100237 -0.0998308 -0.0302461 6.3792e-05
-11.000000 0.529851 0.0849774 0.343721 0.0414508 -0.153526 -0.047284 0.00931496 0.0124917 -0.00172073 -0.00884736 -0.093004 0.0170047 0.00130536 -0.0106456 -0.100953 -0.0311367 8.12367e-05
-10.800000 0.526886 0.0867473 0.343505 0.0428619 -0.153727 -0.0490344 0.0112199 0.0120726 -0.00126601 -0.00986263 -0.0940305 0.0174543 0.00187744 -0.0106518 -0.102056 -0.0323102 9.88742e-05
-10.600000 0.523822 0.0884014 0.343503 0.0442733 -0.153769 -0.0501063 0.0129506 0.0138373 -0.000542844 -0.0103396 -0.0951175 0.0176026 0.00181686 -0.0105948 -0.102968 -0.0335942 0.000107201
-10.400000 0.520427 0.0902944 0.343583 0.0456957 -0.154279 -0.0508255 0.0127294 0.0163415 -0.000185786 -0.0104093 -0.0960674 0.0174833 0.00144395 -0.0110909 -0.103751 -0.0347526 0.000108387
-10.200000 0.51666 0.0925439 0.343587 0.0472086 -0.155219 -0.05194 0.0110969 0.0175075 -0.00033269 -0.0106851 -0.0968822 0.017413 0.00143737 -0.012123 -0.10462 -0.0357617 0.000114282
-10.000000 0.512701 0.0949071 0.343519 0.0488732 -0.155976 -0.053751 0.0100626 0.0169987 -0.000507282 -0.0115436 -0.0977459 0.0176199 0.00205146 -0.0131087 -0.105688 -0.0368323 0.000133511
-9.800000 0.50873 0.097068 0.343535 0.0506667 -0.156077 -0.0558138 0.0107222 0.0163992 -0.000192317 -0.0127323 -0.0988039 0.0179968 0.00287044 -0.0135941 -0.106841 -0.038165 0.000162149
-9.600000 0.504723 0.0989903 0.343773 0.0525142 -0.155694 -0.0574924 0.0121588 0.0172574 0.000608683 -0.0137083 -0.100006 0.0182398 0.00332869 -0.0137451 -0.107877 -0.0397279 0.000188287
-9.400000 0.500482 0.100938 0.344201 0.0543795 -0.155375 -0.0586741 0.012678 0.0194086 0.00143835 -0.0142584 -0.101182 0.0181916 0.00335095 -0.0141101 -0.108728 -0.0413076 0.000205372
-9.200000 0.495864 0.103164 0.344663 0.0563089 -0.155402 -0.0598409 0.0117277 0.0213756 0.00193959 -0.0146948 -0.10224 0.0179974 0.00339526 -0.014987 -0.109528 -0.0427594 0.0002197
-9.000000 0.490924 0.105633 0.34506 0.0583823 -0.155498 -0.0614868 0.0103278 0.0221334 0.00223918 -0.01546 -0.103256 0.0179213 0.00391147 -0.0161263 -0.110442 -0.0441665 0.000244025
-8.800000 0.485834 0.108078 0.34546 0.0606275 -0.155178 -0.0635868 0.00975345 0.0221396 0.00276786 -0.01664 -0.104371 0.018052 0.0048666 -0.0170578 -0.111484 -0.0457376 0.00028455
-8.600000 0.480684 0.110299 0.346022 0.0629954 -0.154276 -0.065685 0.0101406 0.0226331 0.00378226 -0.0179172 -0.105626 0.0182226 0.00584225 -0.0176139 -0.112502 -0.0475742 0.000335331
-8.400000 0.475394 0.112363 0.346824 0.0654198 -0.153066 -0.0674304 0.0105073 0.0242157 0.00513795 -0.018954 -0.106932 0.0182059 0.00653196 -0.0180669 -0.113353 -0.0495717 0.000385653
-8.200000 0.469819 0.114501 0.347787 0.0678919 -0.15189 -0.0689311 0.00994133 0.0263329 0.00651781 -0.0197407 -0.108175 0.0179522 0.00705906 -0.0187835 -0.114046 -0.0515493 0.000432177
-8.000000 0.463917 0.116841 0.348774 0.0704674 -0.150778 -0.0705761 0.00851066 0.0280473 0.0078078 -0.0205475 -0.109339 0.0176152 0.00780276 -0.0198261 -0.114708 -0.0534493 0.000483163
-7.800000 0.457786 0.119277 0.349733 0.0732031 -0.149441 -0.0725879 0.00699824 0.0290693 0.00920524 -0.0215932 -0.110495 0.0173687 0.00898293 -0.0209261 -0.115431 -0.0553857 0.000551004
-7.600000 0.451556 0.121598 0.350751 0.076095 -0.147606 -0.0748143 0.0059513 0.0299286 0.010992 -0.0228178 -0.111707 0.017227 0.0104707 -0.0217997 -0.116171 -0.0575058 0.000641477
-7.400000 0.445267 0.123703 0.351947 0.079084 -0.14527 -0.0769374 0.00515488 0.031273 0.013264 -0.0239744 -0.112951 0.0170513 0.011985 -0.0224268 -0.116803 -0.0598312 0.000750705
-7.200000 0.438859 0.125679 0.353345 0.0821162 -0.142644 -0.0788143 0.00398201 0.0331899 0.0159004 -0.0248872 -0.114141 0.0167088 0.0134118 -0.0230122 -0.117251 -0.0622458 0.000872193
-7.000000 0.432278 0.127678 0.354854 0.0851897 -0.139883 -0.0805801 0.00208262 0.0352348 0.0187575 -0.0255823 -0.115206 0.0162018 0.0148988 -0.0237261 -0.117549 -0.064625 0.0010063
-6.800000 0.425556 0.129744 0.35636 0.0883392 -0.136936 -0.0824512 -0.000357439 0.0369854 0.0218454 -0.0261847 -0.116135 0.0156445 0.0166708 -0.0245236 -0.117784 -0.0669547 0.00116286
-6.600000 0.418806 0.131782 0.357831 0.0915807 -0.133629 -0.0844861 -0.00294942 0.0384432 0.025312 -0.026732 -0.116942 0.015136 0.0187998 -0.025209 -0.117992 -0.0693185 0.00135529
-6.400000 0.412142 0.133668 0.359313 0.094877 -0.129871 -0.0865534 -0.00555448 0.0399138 0.0292915 -0.0271085 -0.117607 0.0146712 0.021167 -0.0256305 -0.118128 -0.0717848 0.00159286
-6.200000 0.405625 0.135368 0.36085 0.0981573 -0.125722 -0.0884952 -0.00837473 0.0416102 0.0337955 -0.0271367 -0.11806 0.0141698 0.023613 -0.0257863 -0.11812 -0.0743225 0.00187854
-6.000000 0.399284 0.136954 0.362396 0.101366 -0.121315 -0.0902805 -0.0116801 0.0434456 0.0387424 -0.026699 -0.118216 0.0135742 0.0260878 -0.0257588 -0.117946 -0.0768267 0.00221381
-5.800000 0.393179 0.138509 0.363826 0.104487 -0.116719 -0.0919975 -0.0155328 0.0451745 0.0440577 -0.0257643 -0.118014 0.0129096 0.0286519 -0.0255818 -0.117649 -0.0792123 0.00260488
-5.600000 0.387415 0.140047 0.365014 0.107524 -0.111919 -0.093727 -0.019782 0.0466523 0.0497238 -0.02432 -0.117418 0.0122563 0.0313595 -0.0251874 -0.117289 -0.0814727 0.00306392
-5.400000 0.38212 0.14152 0.365892 0.110468 -0.106887 -0.0954524 -0.0242613 0.0479224 0.0557386 -0.0223038 -0.11639 0.0116773 0.0341618 -0.0244678 -0.116889 -0.0836519 0.00360425
-5.200000 0.377391 0.14289 0.366443 0.113276 -0.101671 -0.0970894 -0.0289372 0.0490853 0.0620456 -0.0196089 -0.11487 0.0111766 0.0369206 -0.0233662 -0.116433 -0.0857725 0.00423417
-5.000000 0.37328 0.144183 0.36664 0.115898 -0.0963897 -0.0985822 -0.0338704 0.0501398 0.0685123 -0.0161443 -0.112792 0.0107207 0.0394945 -0.0219041 -0.115899 -0.0877992 0.00495457
-4.800000 0.369813 0.145475 0.366397 0.118315 -0.091162 -0.0999574 -0.0390745 0.0509661 0.0749694 -0.0118807 -0.110113 0.0102901 0.0418013 -0.0201382 -0.115298 -0.0896698 0.00576157
-4.600000 0.367014 0.146839 0.365595 0.120552 -0.0860515 -0.101291 -0.0444384 0.0514403 0.0812606 -0.0068451 -0.106834 0.0099066 0.0438062 -0.0181061 -0.114668 -0.0913572 0.00665014
-4.400000 0.364904 0.148296 0.364138 0.122661 -0.0810721 -0.102637 -0.0497794 0.0515412 0.0872532 -0.00108246 -0.102984 0.00961521 0.0454665 -0.0158175 -0.114041 -0.0929003 0.0076143
-4.200000 0.36348 0.149822 0.362006 0.124692 -0.0762367 -0.103994 -0.0549523 0.0513453 0.0928133 0.00536716 -0.0986026 0.00944168 0.0466981 -0.0132868 -0.113411 -0.0943798 0.00864312
-4.000000 0.362692 0.151391 0.359242 0.126674 -0.0715892 -0.105332 -0.0599042 0.0509374 0.0977831 0.0124584 -0.0937219 0.00936621 0.0473931 -0.0105659 -0.112734 -0.0958672 0.00971674
-3.800000 0.362453 0.153003 0.355916 0.128629 -0.0671912 -0.106643 -0.0646427 0.0503324 0.101989 0.0201144 -0.0883831 0.00933158 0.0474655 -0.00774457 -0.111948 -0.0973926 0.0108064
-3.600000 0.362661 0.15468 0.352072 0.130587 -0.0630809 -0.107967 -0.0691659 0.0494767 0.105279 0.0282158 -0.0826543 0.00927417 0.0468847 -0.00492369 -0.110993 -0.0989521 0.0118798
-3.400000 0.363228 0.156444 0.347725 0.132603 -0.0592446 -0.109368 -0.0734249 0.048308 0.107549 0.036616 -0.076639 0.00915201 0.0456749 -0.00218857 -0.109819 -0.100541 0.0129075
-3.200000 0.36408 0.158284 0.342886 0.13475 -0.0556239 -0.110893 -0.0773428 0.0468142 0.108751 0.0451696 -0.0704641 0.00895229 0.0438896 0.000397856 -0.108367 -0.102182 0.0138671
-3.000000 0.365154 0.160157 0.337596 0.137094 -0.0521467 -0.112547 -0.0808588 0.0450427 0.108874 0.0537524 -0.0642546 0.00867974 0.0415887 0.00278413 -0.106563 -0.103923 0.0147428
-2.800000 0.366377 0.162004 0.331944 0.139675 -0.0487577 -0.114294 -0.0839601 0.0430667 0.107917 0.0622637 -0.0581141 0.00833944 0.03883 0.00491771 -0.104318 -0.105819 0.0155229
-2.600000 0.36767 0.163773 0.32606 0.142497 -0.045427 -0.116087 -0.0866785 0.0409413 0.10588 0.0706157 -0.0521174 0.00792707 0.0356752 0.00674305 -0.10153 -0.107904 0.0161972
-2.400000 0.368951 0.16543 0.320085 0.145534 -0.0421411 -0.117885 -0.0890653 0.0386828 0.102762 0.0787228 -0.0463178 0.00743062 0.0321997 0.0082104 -0.0981062 -0.110178 0.0167573
-2.200000 0.370155 0.16696 0.314148 0.148737 -0.0388869 -0.119667 -0.0911655 0.0362758 0.0985742 0.0864984 -0.0407584 0.0068392 0.0284949 0.00928671 -0.0939709 -0.112607 0.0171988
-2.000000 0.371235 0.16836 0.308356 0.152048 -0.0356426 -0.121424 -0.0930065 0.0336958 0.0933479 0.0938586 -0.0354791 0.00615177 0.0246645 0.00996083 -0.0890669 -0.115136 0.0175233
-1.800000 0.372173 0.169627 0.302795 0.155405 -0.0323789 -0.123146 -0.094602 0.0309282 0.0871336 0.100729 -0.0305167 0.00538119 0.020816 0.010241 -0.0833569 -0.117705 0.0177385
-1.600000 0.372966 0.170756 0.297543 0.158736 -0.0290665 -0.124815 -0.095961 0.0279753 0.079997 0.107045 -0.0259005 0.004553 0.0170542 0.0101482 -0.0768219 -0.120249 0.0178581
-1.400000 0.37362 0.171742 0.292674 0.161964 -0.0256837 -0.126399 -0.0970957 0.0248527 0.0720125 0.112755 -0.0216461 0.00370111 0.0134772 0.00970959 -0.0694624 -0.122705 0.0178994
-1.200000 0.374148 0.172582 0.288264 0.165006 -0.0222189 -0.127865 -0.0980236 0.021582 0.06326 0.117812 -0.0177521 0.00286314 0.0101752 0.00895583 -0.0613017 -0.125011 0.0178815
-1.000000 0.374563 0.173277 0.284388 0.167772 -0.0186707 -0.129175 -0.0987651 0.018185 0.0538252 0.122175 -0.0142 0.0020768 0.00723008 0.00792057 -0.0523885 -0.127103 0.0178238
-0.800000 0.374876 0.173831 0.281116 0.170176 -0.0150442 -0.130296 -0.0993407 0.0146815 0.0438013 0.125804 -0.0109561 0.00137754 0.00471452 0.0066417 -0.0427984 -0.128919 0.0177453
-0.600000 0.375102 0.174253 0.278508 0.172137 -0.0113493 -0.131198 -0.0997684 0.0110908 0.0332909 0.128666 -0.00797404 0.000797021 0.00269072 0.00516187 -0.0326329 -0.1304 0.0176633
-0.400000 0.375252 0.174549 0.276611 0.173589 -0.00759907 -0.131859 -0.100063 0.00743263 0.0224063 0.130732 -0.00519756 0.000361837 0.00120862 0.00352802 -0.0220154 -0.131497 0.0175928
-0.200000 0.375337 0.174724 0.275459 0.17448 -0.00380973 -0.132262 -0.100235 0.00372811 0.0112674 0.13198 -0.00256267 9.22305e-05 0.000304639 0.00179018 -0.0110869 -0.132171 0.0175456
0.000000 0.375365 0.174782 0.275073 0.174781 0 -0.132398 -0.100292 0 0 0.132397 0 9.14496e-07 8.50462e-07 0 0 -0.132398 0.017529
0.200000 0.375337 0.174724 0.275459 0.17448 0.00380973 -0.132262 -0.100235 -0.00372811 -0.0112674 0.13198 0.00256267 9.22305e-05 0.000304639 -0.00179018 0.0110869 -0.132171 0.0175456
0.400000 0.375252 0.174549 0.276611 0.173589 0.00759907 -0.131859 -0.100063 -0.00743263 -0.0224063 0.130732 0.00519756 0.000361837 0.00120862 -0.00352802 0.0220154 -0.131497 0.0175928
0.600000 0.375102 0.174253 0.278508 0.172137 0.0113493 -0.131198 -0.0997684 -0.0110908 -0.0332909 0.128666 0.00797404 0.000797021 0.00269072 -0.00516187 0.0326329 -0.1304 0.0176633
0.800000 0.374876 0.173831 0.281116 0.170176 0.0150442 -0.130296 -0.0993407 -0.0146815 -0.0438013 0.125804 0.0109561 0.00137754 0.00471452 -0.0066417 0.0427984 -0.128919 0.0177453
1.000000 0.374563 0.173277 0.284388 0.167772 0.0186707 -0.129175 -0.0987651 -0.018185 -0.0538252 0.122175 0.0142 0.0020768 0.00723008 -0.00792057 0.0523885 -0.127103 0.0178238
1.200000 0.374148 0.172582 0.288264 0.165006 0.0222189 -0.127865 -0.0980236 -0.021582 -0.06326 0.117812 0.0177521 0.00286314 0.0101752 -0.00895583 0.0613017 -0.125011 0.0178815
1.400000 0.37362 0.171742 0.292674 0.161964 0.0256837 -0.126399 -0.0970957 -0.0248527 -0.0720125 0.112755 0.0216461 0.00370111 0.0134772 -0.00970959 0.0694624 -0.122705 0.0178994
1.600000 0.372966 0.170756 0.297543 0.158736 0.0290665 -0.124815 -0.095961 -0.0279753 -0.079997 0.107045 0.0259005 0.004553 0.0170542 -0.0101482 0.0768219 -0.120249 0.0178581
1.800000 0.372173 0.169627 0.302795 0.155405 0.0323789 -0.123146 -0.094602 -0.0309282 -0.0871336 0.100729 0.0305167 0.00538119 0.020816 -0.010241 0.0833569 -0.117705 0.0177385
2.000000 0.371235 0.16836 0.308356 0.152048 0.0356426 -0.121424 -0.0930065 -0.0336958 -0.0933479 0.0938586 0.0354791 0.00615177 0.0246645 -0.00996083 0.0890669 -0.115136 0.0175233
2.200000 0.370155 0.16696 0.314148 0.148737 0.0388869 -0.119667 -0.0911655 -0.0362758 -0.0985742 0.0864984 0.0407584 0.0068392 0.0284949 -0.00928671 0.0939709 -0.112607 0.0171988
2.400000 0.368951 0.16543 0.320085 0.145534 0.0421411 -0.117885 -0.0890653 -0.0386828 -0.102762 0.0787228 0.0463178 0.00743062 0.0321997 -0.0082104 0.0981062 -0.110178 0.0167573
2.600000 0.36767 0.163773 0.32606 0.142497 0.045427 -0.116087 -0.0866785 -0.0409413 -0.10588 0.0706157 0.0521174 0.00792707 0.0356752 -0.00674305 0.10153 -0.107904 0.0161972
2.800000 0.366377 0.162004 0.331944 0.139675 0.0487577 -0.114294 -0.0839601 -0.0430667 -0.107917 0.0622637 0.0581141 0.00833944 0.03883 -0.00491771 0.104318 -0.105819 0.0155229
3.000000 0.365154 0.160157 0.337596 0.137094 0.0521467 -0.112547 -0.0808588 -0.0450427 -0.108874 0.0537524 0.0642546 0.00867974 0.0415887 -0.00278413 0.106563 -0.103923 0.0147428
3.200000 0.36408 0.158284 0.342886 0.13475 0.0556239 -0.110893 -0.0773428 -0.0468142 -0.108751 0.0451696 0.0704641 0.00895229 0.0438896 -0.000397856 0.108367 -0.102182 0.0138671
3.400000 0.363228 0.156444 0.347725 0.132603 0.0592446 -0.109368 -0.0734249 -0.048308 -0.107549 0.036616 0.076639 0.00915201 0.0456749 0.00218857 0.109819 -0.100541 0.0129075
3.600000 0.362661 0.15468 0.352072 0.130587 0.0630809 -0.107967 -0.0691659 -0.0494767 -0.105279 0.0282158 0.0826543 0.00927417 0.0468847 0.00492369 0.110993 -0.0989521 0.0118798
3.800000 0.362453 0.153003 0.355916 0.128629 0.0671912 -0.106643 -0.0646427 -0.0503324 -0.101989 0.0201144 0.0883831 0.00933158 0.0474655 0.00774457 0.111948 -0.0973926 0.0108064
4.000000 0.362692 0.151391 0.359242 0.126674 0.0715892 -0.105332 -0.0599042 -0.0509374 -0.0977831 0.0124584 0.0937219 0.00936621 0.0473931 0.0105659 0.112734 -0.0958672 0.00971674
4.200000 0.36348 0.149822 0.362006 0.124692 0.0762367 -0.103994 -0.0549523 -0.0513453 -0.0928133 0.00536716 0.0986026 0.00944168 0.0466981 0.0132868 0.113411 -0.0943798 0.00864312
4.400000 0.364904 0.148296 0.364138 0.122661 0.0810721 -0.102637 -0.0497794 -0.0515412 -0.0872532 -0.00108246 0.102984 0.00961521 0.0454665 0.0158175 0.114041 -0.0929003 0.0076143
4.600000 0.367014 0.146839 0.365595 0.120552 0.0860515 -0.101291 -0.0444384 -0.0514403 -0.0812606 -0.0068451 0.106834 0.0099066 0.0438062 0.0181061 0.114668 -0.0913572 0.00665014
4.800000 0.369813 0.145475 0.366397 0.118315 0.091162 -0.0999574 -0.0390745 -0.0509661 -0.0749694 -0.0118807 0.110113 0.0102901 0.0418013 0.0201382 0.115298 -0.0896698 0.00576157
5.000000 0.37328 0.144183 0.36664 0.115898 0.0963897 -0.0985822 -0.0338704 -0.0501398 -0.0685123 -0.0161443 0.112792 0.0107207 0.0394945 0.0219041 0.115899 -0.0877992 0.00495457
5.200000 0.377391 0.14289 0.366443 0.113276 0.101671 -0.0970894 -0.0289372 -0.0490853 -0.0620456 -0.0196089 0.11487 0.0111766 0.0369206 0.0233662 0.116433 -0.0857725 0.00423417
5.400000 0.38212 0.14152 0.365892 0.110468 0.106887 -0.0954524 -0.0242613 -0.0479224 -0.0557386 -0.0223038 0.11639 0.0116773 0.0341618 0.0244678 0.116889 -0.0836519 0.00360425
